Datetime,Rolling_8hr_O3_NW,Rolling_8hr_O3_NE,Rolling_8hr_O3_SW,Rolling_8hr_O3_SE
2021-12-12 00:00:00-07:00,,,,
2021-12-13 00:00:00-07:00,,,,
2021-12-14 00:00:00-07:00,,,,
2021-12-15 00:00:00-07:00,,,,
2021-12-16 00:00:00-07:00,,,,
2021-12-17 00:00:00-07:00,,,,
2021-12-18 00:00:00-07:00,,,,
2021-12-19 00:00:00-07:00,,,,
2021-12-20 00:00:00-07:00,,,,
2021-12-21 00:00:00-07:00,,,,
2021-12-22 00:00:00-07:00,,,,
2021-12-23 00:00:00-07:00,51.613556,51.05195,52.041954,52.15078
2021-12-24 00:00:00-07:00,42.16631,40.229614,42.281105,41.151066
2021-12-25 00:00:00-07:00,53.59723,53.52743,54.393463,54.373337
2021-12-26 00:00:00-07:00,49.549473,49.719135,49.859684,50.19685
2021-12-27 00:00:00-07:00,45.373753,46.534687,48.050617,48.072643
2021-12-28 00:00:00-07:00,33.55683,33.066822,34.660244,32.21192
